batting_team,bowling_team,current_over,current_score,wickets_lost,target_over,target_score
KKR,CSK,8,74,6,14,125
MI,DC,5,48,4,7,66
KKR,GT,11,104,6,19,173
RR,LSG,13,127,5,17,165
MI,DC,5,46,0,18,239
RCB,CSK,10,97,6,20,163
KKR,PBKS,7,67,5,14,134
DC,KKR,11,91,3,20,206
RR,MI,13,80,3,16,112
DC,RCB,8,74,5,14,125
SRH,DC,10,66,6,13,90
SRH,KKR,12,107,6,20,182
GT,CSK,15,96,1,20,178
GT,RR,15,132,6,17,149
RCB,MI,5,30,2,6,45
PBKS,KKR,12,105,9,17,132
SRH,PBKS,10,86,5,20,185
RR,MI,7,46,0,20,219
SRH,GT,15,98,8,17,107
LSG,DC,10,90,0,14,128
CSK,MI,7,64,0,14,148
GT,CSK,13,128,5,20,178
RCB,KKR,9,68,6,12,91
MI,GT,14,115,1,19,164
PBKS,MI,6,36,0,15,121
PBKS,MI,10,99,1,13,131
CSK,PBKS,9,72,6,20,158
RR,RCB,7,55,5,18,132
KKR,PBKS,7,66,4,8,77
PBKS,GT,15,113,9,17,123
RR,KKR,15,107,1,17,126
GT,MI,11,70,5,14,91
DC,PBKS,15,108,3,19,144
PBKS,MI,6,42,3,7,51
KKR,CSK,13,82,5,19,133
MI,RR,8,70,5,14,141
CSK,LSG,15,105,1,18,130
SRH,DC,6,52,1,12,110
GT,SRH,11,100,3,12,109
GT,MI,14,87,3,17,120
GT,CSK,9,57,5,16,109
KKR,PBKS,9,61,1,16,129
CSK,MI,5,49,0,12,141
MI,RCB,9,74,0,16,183
RR,LSG,11,81,2,14,121
GT,KKR,12,103,9,14,115
MI,RCB,12,74,5,20,142
LSG,RCB,13,103,2,14,114
DC,SRH,7,63,5,19,199
SRH,RCB,9,69,2,14,145
RCB,SRH,14,91,4,17,124
CSK,LSG,10,99,4,15,137
RCB,MI,13,95,2,18,140
DC,LSG,10,93,0,18,206
DC,CSK,7,51,3,9,74
PBKS,LSG,7,58,1,9,84
RCB,GT,5,30,0,13,123
CSK,LSG,11,102,2,20,219
PBKS,KKR,13,101,7,16,116
RCB,LSG,15,114,4,16,122
MI,KKR,15,134,5,20,171
SRH,GT,7,43,5,17,144
DC,LSG,7,43,0,11,100
PBKS,RR,6,53,1,8,73
SRH,RR,5,32,2,13,131
KKR,PBKS,15,147,8,20,170
PBKS,CSK,11,103,3,15,155
SRH,DC,8,60,4,16,123
RR,CSK,15,131,0,16,144
KKR,CSK,8,68,6,13,117
CSK,RCB,11,85,8,19,137
GT,LSG,12,92,6,20,138
LSG,RR,11,81,4,12,92
RR,DC,9,89,1,10,102
MI,GT,13,89,9,15,102
DC,GT,11,72,1,13,97
RR,SRH,13,114,0,14,126
SRH,DC,12,101,1,13,110
DC,PBKS,5,39,1,15,168
GT,RCB,7,43,0,20,171
PBKS,LSG,12,90,0,20,168
LSG,RR,14,111,0,19,179
SRH,GT,8,79,2,12,137
CSK,RCB,12,111,0,19,224
GT,DC,5,32,2,13,155
SRH,RCB,11,87,6,19,130
PBKS,MI,11,79,3,13,94
MI,GT,6,56,2,8,80
LSG,RCB,9,78,6,10,87
CSK,RCB,5,44,1,9,83
RCB,CSK,7,54,3,18,180
SRH,RCB,7,69,2,16,165
KKR,PBKS,13,111,6,15,123
CSK,GT,11,66,4,14,97
KKR,SRH,5,38,3,14,105
PBKS,RR,9,86,3,19,209
KKR,LSG,5,42,0,14,156
PBKS,CSK,11,82,0,19,216
SRH,RR,10,83,7,15,107
DC,RCB,8,73,4,14,130
LSG,SRH,12,82,4,19,164
MI,GT,10,84,4,20,156
GT,KKR,15,108,5,19,152
KKR,RCB,12,100,4,18,161
GT,RR,14,84,5,20,144
KKR,RR,11,106,1,20,211
GT,RR,14,104,4,15,116
RR,KKR,6,57,3,15,168
KKR,RCB,9,69,5,19,184
RR,MI,14,139,2,19,202
RR,RCB,12,86,3,17,129
DC,KKR,6,50,0,7,62
KKR,GT,7,50,2,17,189
MI,KKR,12,102,2,20,190
LSG,MI,6,36,2,14,158
MI,PBKS,7,67,1,16,165
GT,PBKS,15,113,1,20,164
RCB,RR,8,65,0,13,146
SRH,MI,10,96,5,15,142
DC,MI,9,60,5,16,125
RCB,SRH,6,39,4,9,67
MI,SRH,8,50,2,11,94
PBKS,RR,8,49,4,18,176
RR,LSG,6,46,1,17,140
DC,MI,15,116,1,17,137
CSK,GT,12,95,3,19,171
GT,MI,6,40,3,17,174
DC,SRH,10,66,3,20,174
CSK,LSG,8,54,1,20,195
MI,PBKS,6,51,3,17,207
RCB,KKR,14,107,3,20,178
RCB,GT,13,83,5,18,138
GT,LSG,13,102,2,14,111
RCB,SRH,11,75,5,15,117
GT,PBKS,9,85,1,15,147
RCB,SRH,5,32,3,19,219
CSK,DC,8,54,4,16,114
MI,PBKS,13,79,4,16,112
PBKS,RR,12,116,4,13,123
MI,SRH,11,72,4,12,80
SRH,MI,15,123,5,16,129
GT,CSK,12,114,4,19,162
KKR,GT,13,89,9,19,123
LSG,RCB,6,59,0,10,125
KKR,CSK,6,47,3,11,107
GT,RCB,15,141,7,20,182
RR,KKR,7,48,5,8,56
MI,KKR,9,55,2,17,154
GT,MI,9,64,2,17,148
MI,KKR,7,51,2,11,101
SRH,GT,5,32,0,17,240
CSK,LSG,9,58,6,17,129
LSG,CSK,11,71,7,18,128
CSK,RCB,14,96,4,15,105
MI,KKR,8,56,0,20,265
SRH,CSK,10,99,4,17,190
CSK,GT,15,104,1,17,121
KKR,RR,14,104,3,16,118
MI,LSG,9,61,2,17,124
DC,SRH,5,35,2,7,62
KKR,RCB,11,76,6,15,100
PBKS,GT,10,88,0,18,190
RCB,MI,5,33,1,17,152
KKR,SRH,8,67,1,17,146
KKR,LSG,13,99,3,16,128
RR,DC,14,114,6,20,174
KKR,LSG,7,49,4,13,108
MI,PBKS,14,111,2,17,155
MI,DC,7,51,2,13,140
MI,CSK,11,97,4,13,116
GT,RCB,11,84,0,18,147
LSG,GT,12,119,3,16,158
RCB,DC,14,95,4,15,105
PBKS,RR,14,139,6,17,161
DC,MI,6,50,1,17,147
RR,LSG,15,125,6,16,134
LSG,GT,7,55,0,9,84
SRH,PBKS,12,88,7,14,103
RCB,MI,10,79,1,12,98
RR,PBKS,9,63,2,17,138
MI,LSG,14,101,4,17,125
SRH,CSK,7,69,4,19,173
KKR,DC,8,51,4,12,78
RR,CSK,14,97,6,17,127
MI,RR,9,62,0,14,143
CSK,RR,7,56,2,9,79
SRH,RCB,15,130,5,18,151
CSK,DC,8,61,1,13,109
CSK,PBKS,5,34,1,20,207
CSK,RR,12,73,7,19,134
PBKS,LSG,10,94,5,19,189
RR,DC,11,84,4,18,161
SRH,RR,10,65,4,15,120
RR,RCB,9,84,7,14,120
GT,PBKS,5,49,3,14,142
DC,CSK,8,53,5,15,117
DC,RR,15,126,9,19,149
RCB,DC,10,70,0,13,122
GT,SRH,8,58,4,17,141
CSK,LSG,6,37,2,9,76
SRH,GT,15,147,1,19,213
PBKS,MI,13,94,5,14,101
MI,CSK,8,52,0,11,95
RCB,MI,12,106,1,17,175
RCB,CSK,13,100,1,20,187
PBKS,RR,8,52,3,13,96
DC,KKR,10,70,5,16,127
RCB,LSG,8,58,1,15,162
KKR,RR,12,113,8,18,151
MI,SRH,13,122,4,17,169
DC,CSK,9,55,6,12,71
PBKS,KKR,8,64,5,18,152
DC,CSK,5,38,1,6,51
SRH,KKR,10,61,4,16,128
PBKS,RCB,8,56,4,15,146
RCB,LSG,10,83,8,19,148
LSG,CSK,7,56,1,19,157
DC,KKR,9,57,7,15,97
LSG,SRH,13,81,7,16,100
RR,CSK,5,32,0,13,154
DC,RR,15,98,0,18,139
PBKS,MI,5,31,4,17,188
GT,MI,12,91,5,20,152
RR,LSG,8,64,2,14,143
KKR,DC,5,35,1,6,46
CSK,RR,6,49,0,18,227
GT,LSG,10,91,2,17,185
DC,CSK,9,82,2,13,125
SRH,RR,10,67,8,12,77
RCB,KKR,8,69,1,14,137
PBKS,LSG,12,83,5,14,100
PBKS,MI,8,52,5,9,63
KKR,MI,6,40,2,14,106
MI,PBKS,11,93,1,19,207
KKR,DC,9,72,5,13,99
RR,SRH,5,31,0,11,113
GT,LSG,7,51,5,19,171
CSK,KKR,8,50,5,18,133
RCB,SRH,8,56,1,15,152
PBKS,SRH,10,92,7,16,133
GT,KKR,15,129,7,17,140
DC,KKR,15,140,3,18,181
DC,MI,11,84,4,20,172
CSK,GT,9,88,6,18,181
MI,KKR,9,59,4,10,66
KKR,DC,9,88,6,17,151
MI,PBKS,5,34,1,11,89
DC,RCB,15,100,3,18,140
RR,LSG,6,43,0,13,139
KKR,SRH,10,69,7,16,98
GT,PBKS,11,98,8,18,154
LSG,PBKS,15,135,8,18,156
MI,RCB,9,61,3,19,166
GT,KKR,13,82,4,15,103
CSK,SRH,11,83,8,14,99
SRH,KKR,5,36,0,8,65
GT,RCB,11,89,6,13,108
DC,CSK,7,52,0,19,264
DC,KKR,8,62,0,19,181
DC,MI,10,71,4,15,131
RR,MI,5,37,0,9,84
PBKS,RR,5,32,4,11,100
KKR,RCB,15,90,3,16,104
DC,LSG,11,70,0,13,90
CSK,MI,12,83,1,20,168
MI,PBKS,5,38,1,19,197
CSK,RR,15,103,0,16,116
DC,MI,13,108,3,16,138
LSG,RCB,14,139,8,19,160
KKR,MI,10,69,7,19,143
LSG,MI,15,99,3,17,123
RR,SRH,15,149,8,18,164
GT,CSK,11,99,5,12,108
SRH,KKR,9,66,5,19,144
SRH,DC,14,133,3,15,143
GT,RCB,5,44,2,20,203
LSG,SRH,5,48,0,7,66
PBKS,CSK,8,59,4,20,167
RCB,DC,9,54,4,14,114
RR,DC,10,68,2,11,77
MI,DC,9,55,2,20,218
RCB,SRH,15,110,7,18,138
LSG,RCB,15,92,6,16,102
RR,SRH,15,98,3,20,151
MI,PBKS,9,86,7,19,167
DC,PBKS,15,100,5,18,131
DC,GT,7,69,2,14,129
SRH,RR,14,108,7,15,116
KKR,MI,8,73,5,13,112
RR,MI,8,49,4,19,121
RR,MI,13,125,2,19,212
LSG,RCB,6,59,4,7,66
DC,MI,12,94,2,17,151
RCB,LSG,14,111,2,19,152
RR,MI,13,104,7,14,110
KKR,PBKS,11,105,7,16,143
KKR,SRH,6,59,3,17,184
SRH,RR,7,63,5,11,96
GT,RR,12,73,0,17,122
KKR,LSG,14,117,7,16,127
RR,MI,15,93,5,19,122
PBKS,GT,10,80,7,15,118
CSK,RR,5,38,1,14,147
LSG,MI,13,90,2,14,102
MI,CSK,6,51,4,17,135
DC,PBKS,10,79,5,16,133
DC,GT,14,129,8,16,145
RCB,GT,14,126,8,20,175
GT,MI,13,99,3,16,140
RR,DC,9,62,0,20,227
KKR,CSK,9,70,6,18,164
GT,RCB,9,77,7,14,108
GT,RCB,9,60,2,15,153
GT,KKR,15,97,5,17,114
SRH,KKR,11,92,1,18,189
MI,PBKS,12,74,2,17,128
LSG,DC,7,50,3,8,64
SRH,KKR,11,98,8,20,154
RR,MI,13,112,0,19,211
RR,MI,10,91,7,15,122
DC,SRH,7,69,5,19,180
MI,SRH,5,30,2,17,163
RR,CSK,8,73,6,15,130
CSK,PBKS,9,65,5,17,138
SRH,DC,7,62,3,10,99
PBKS,LSG,14,127,0,17,159
PBKS,MI,5,46,3,7,71
CSK,RCB,6,56,2,11,128
PBKS,LSG,5,36,0,12,134
LSG,KKR,14,126,9,20,147
CSK,LSG,12,103,3,19,188
RR,MI,10,74,3,15,140
PBKS,CSK,8,67,5,11,90
RCB,LSG,11,101,7,18,154
SRH,LSG,15,137,9,17,150
GT,CSK,13,87,9,19,109
KKR,CSK,5,43,4,20,178
CSK,RR,15,111,6,16,117
RR,DC,15,106,3,19,146
KKR,DC,13,118,3,14,126
KKR,RR,8,66,1,19,161
MI,RCB,12,94,2,16,128
CSK,PBKS,11,72,4,14,97
RR,KKR,5,32,2,13,97
KKR,SRH,14,88,7,17,109
RR,DC,14,99,9,17,119
MI,LSG,11,89,3,20,166
GT,RR,8,76,6,20,192
DC,PBKS,6,41,3,8,66
KKR,PBKS,11,81,3,18,148
GT,KKR,6,51,3,17,160
MI,GT,10,62,4,16,140
DC,GT,5,46,1,9,93
MI,PBKS,5,33,2,16,125
CSK,KKR,13,118,5,16,142
RR,SRH,6,36,3,14,150
LSG,CSK,6,54,2,12,123
DC,CSK,14,123,2,17,168
DC,SRH,6,43,2,11,113
DC,SRH,9,69,4,16,121
LSG,PBKS,13,128,6,17,160
GT,CSK,9,89,4,16,139
RCB,RR,6,37,4,10,66
LSG,RR,6,41,3,14,110
CSK,LSG,14,134,0,17,170
RCB,KKR,5,46,4,6,54
CSK,GT,7,42,3,12,86
PBKS,GT,5,35,0,7,57
MI,SRH,13,108,7,19,138
GT,RR,5,43,4,19,179
GT,RR,10,95,2,16,153
DC,RCB,8,78,0,15,189
GT,RCB,12,101,0,18,176
RCB,MI,5,39,3,16,136
DC,MI,5,49,3,15,180
MI,DC,7,51,1,18,194
CSK,RR,8,79,1,19,227
CSK,SRH,10,88,1,20,193
SRH,RR,11,87,2,12,100
KKR,SRH,14,132,0,19,205
CSK,RCB,13,92,3,20,167
RCB,DC,6,41,2,13,137
SRH,CSK,13,80,2,20,174
CSK,KKR,8,53,3,14,109
CSK,KKR,11,101,5,17,141
MI,RR,6,51,4,8,76
SRH,PBKS,12,118,2,19,176
RR,MI,5,39,2,11,125
PBKS,SRH,9,68,1,16,168
SRH,RCB,6,43,0,12,147
RCB,PBKS,5,45,1,16,150
SRH,LSG,9,62,1,13,120
KKR,LSG,7,50,1,8,63
PBKS,LSG,13,105,1,14,119
RCB,RR,11,96,0,14,134
SRH,PBKS,6,36,4,17,162
LSG,CSK,7,58,4,11,107
MI,DC,9,86,1,19,196
RR,LSG,14,101,7,16,114
SRH,KKR,9,64,6,19,138
CSK,MI,12,115,9,19,150
KKR,GT,11,66,6,18,120
DC,LSG,11,75,1,12,88
CSK,RCB,11,77,5,19,125
LSG,SRH,5,41,3,10,105
PBKS,RR,7,44,5,9,61
RR,DC,14,86,4,17,108
SRH,KKR,15,106,7,20,130
MI,PBKS,13,104,9,18,127
RR,DC,7,55,5,15,122
KKR,PBKS,9,70,2,12,105
GT,PBKS,5,30,1,19,197
PBKS,MI,14,118,8,17,132
RCB,DC,13,106,4,15,120
LSG,KKR,7,67,3,20,190
CSK,RCB,14,134,5,17,153
RR,RCB,14,118,6,15,124
SRH,CSK,12,95,3,19,152
LSG,SRH,6,43,0,13,111
SRH,MI,12,75,7,17,120
MI,PBKS,5,30,4,12,106
PBKS,RCB,12,111,3,18,166
CSK,MI,13,107,5,18,141
RR,PBKS,12,83,4,14,102
SRH,PBKS,12,108,6,14,125
PBKS,RR,6,46,1,9,94
GT,RR,15,114,4,18,145
RR,SRH,7,58,0,18,248
RR,SRH,8,61,5,16,142
KKR,LSG,12,91,1,19,169
LSG,DC,13,125,0,17,189
CSK,GT,12,82,6,13,92
RCB,SRH,10,76,8,14,101
RCB,MI,5,30,3,11,75
DC,KKR,5,33,0,9,96
LSG,PBKS,5,31,3,14,123
PBKS,SRH,15,118,4,18,153
RCB,MI,5,44,1,7,70
DC,RCB,7,59,2,16,180
LSG,DC,12,77,7,16,101
PBKS,RR,6,53,0,13,142
KKR,LSG,13,112,5,16,130
KKR,PBKS,11,75,4,15,113
RCB,GT,6,57,3,14,163
KKR,MI,11,106,5,18,168
LSG,DC,7,54,4,19,147
DC,MI,10,77,6,18,149
SRH,KKR,11,98,8,15,118
KKR,CSK,8,54,4,16,144
PBKS,SRH,9,68,1,20,181
MI,RR,15,142,8,18,159
DC,RR,8,49,5,13,87
MI,RR,12,84,5,15,119
LSG,CSK,7,49,3,15,163
PBKS,RCB,14,122,6,20,166
RR,CSK,12,88,8,16,108
RCB,SRH,12,95,5,18,146
SRH,PBKS,15,135,2,19,195
GT,MI,13,124,1,17,158
SRH,RR,11,89,6,13,108
RCB,SRH,11,81,3,16,125
RCB,RR,13,94,4,17,127
RCB,SRH,9,66,2,10,76
KKR,DC,15,110,0,17,138
KKR,SRH,13,117,1,19,187
RCB,DC,10,70,0,20,177
MI,DC,15,145,6,17,165
GT,DC,10,69,3,19,184
GT,MI,6,59,2,16,199
SRH,KKR,5,37,0,8,77
KKR,RCB,7,53,3,14,134
MI,CSK,12,109,5,20,185
RCB,SRH,11,90,1,18,161
PBKS,KKR,13,112,0,18,183
SRH,RR,15,127,3,18,163
RR,DC,13,100,5,14,108
SRH,RCB,10,99,5,13,134
DC,RCB,9,66,7,11,81
SRH,RCB,14,113,9,20,152
KKR,RCB,5,45,0,17,177
CSK,GT,5,33,2,14,145
MI,DC,11,101,0,16,184
CSK,KKR,10,83,2,11,97
DC,RCB,14,132,5,17,150
KKR,GT,6,59,0,13,124
DC,GT,14,112,7,20,143
DC,PBKS,5,44,2,11,127
RCB,CSK,12,95,8,14,108
DC,RCB,12,85,9,16,113
CSK,DC,12,89,9,18,116
KKR,DC,7,67,5,20,216
KKR,LSG,12,75,6,19,141
LSG,RCB,8,57,4,18,143
MI,GT,9,69,4,18,133
DC,GT,15,141,0,17,169
CSK,RCB,15,141,6,17,153
DC,RR,7,67,1,20,238
MI,CSK,13,123,6,14,133
RCB,LSG,5,31,4,20,182
PBKS,LSG,12,101,0,13,110
LSG,RR,5,46,1,13,137
DC,MI,7,67,1,8,82
DC,RCB,13,127,6,17,153
MI,PBKS,9,60,2,20,198
CSK,PBKS,8,73,6,12,109
MI,DC,12,85,6,14,97
LSG,MI,8,59,4,13,106
GT,KKR,7,61,0,11,119
SRH,KKR,14,105,3,16,120
KKR,SRH,7,52,5,10,78
PBKS,CSK,13,78,8,19,114
PBKS,RR,8,57,3,15,126
MI,RCB,14,133,1,18,169
MI,DC,11,100,7,12,108
DC,KKR,7,50,2,8,62
MI,RR,15,94,5,20,141
DC,LSG,6,59,1,8,82
RR,KKR,10,63,1,17,178
RCB,RR,12,91,9,16,106
GT,KKR,7,55,5,11,85
GT,MI,10,87,7,13,105
LSG,GT,13,129,3,15,151
GT,CSK,6,44,1,18,187
RCB,LSG,10,82,1,15,140
GT,LSG,8,78,4,17,156
PBKS,RR,15,126,6,18,150
DC,RCB,6,44,0,14,127
DC,CSK,13,114,5,20,165
DC,MI,8,61,3,19,208
DC,CSK,6,37,0,7,50
RCB,PBKS,9,71,1,19,198
DC,KKR,5,48,0,13,151
RCB,GT,14,139,8,18,162
CSK,PBKS,10,72,2,19,182
SRH,RR,13,129,3,15,150
SRH,PBKS,11,95,5,20,153
LSG,SRH,5,41,1,17,160
KKR,MI,7,54,3,16,136
MI,LSG,7,46,2,18,139
CSK,SRH,11,85,7,16,129
KKR,PBKS,15,112,9,19,134
RR,SRH,15,94,1,18,128
MI,RR,6,39,0,13,111
CSK,DC,14,116,2,17,151
GT,RCB,15,96,3,16,104
GT,LSG,13,127,9,17,141
GT,RR,7,63,3,18,174
RCB,PBKS,15,140,7,16,147
LSG,SRH,14,101,6,20,147
GT,CSK,14,114,4,19,156
SRH,KKR,11,66,8,14,78
SRH,DC,9,62,5,19,139
KKR,GT,9,63,2,19,215
SRH,RCB,13,80,3,18,142
LSG,DC,5,40,0,9,103
PBKS,SRH,8,55,4,9,66
LSG,DC,5,49,4,11,117
RCB,PBKS,10,81,1,15,126
RR,RCB,12,93,0,16,152
LSG,SRH,15,126,7,16,133
GT,MI,10,68,4,12,81
SRH,DC,11,107,3,13,130
DC,SRH,8,71,0,17,208
GT,SRH,15,115,0,18,159
CSK,MI,7,51,1,8,65
KKR,RR,13,122,7,20,182
GT,MI,7,53,4,20,164
MI,RCB,12,106,1,16,167
DC,LSG,12,107,6,14,123
CSK,LSG,13,96,4,18,161
KKR,MI,11,107,7,20,156
RCB,PBKS,7,46,0,12,100
RR,SRH,14,112,2,18,156
PBKS,KKR,5,37,4,12,128
GT,SRH,12,98,8,20,143
KKR,RR,6,51,1,18,164
LSG,DC,7,56,4,15,130
KKR,MI,12,115,1,13,130
GT,MI,6,46,2,7,57
PBKS,DC,5,33,4,10,78
MI,GT,13,103,0,17,150
RCB,MI,5,42,1,14,175
SRH,PBKS,5,49,3,14,160
PBKS,RCB,10,95,6,18,160
DC,SRH,8,51,0,12,106
RCB,RR,9,72,1,13,134
LSG,CSK,13,80,0,17,135
MI,CSK,8,67,3,13,125
RR,RCB,9,63,0,20,206
PBKS,MI,13,81,6,19,125
KKR,CSK,5,41,2,8,86
KKR,LSG,7,43,0,15,146
MI,LSG,14,86,0,18,126
RCB,GT,8,51,5,14,90
CSK,RCB,7,68,5,8,76
LSG,RCB,5,40,4,11,81
KKR,SRH,8,49,3,12,87
GT,SRH,6,54,2,7,61
RR,PBKS,8,76,0,10,100
MI,LSG,11,93,3,12,105
RR,GT,9,84,1,20,178
CSK,LSG,8,54,4,11,85
LSG,GT,9,73,4,18,171
MI,RR,7,63,3,18,195
DC,LSG,5,36,2,15,144
DC,LSG,8,70,0,13,138
SRH,GT,9,56,5,18,157
RCB,KKR,13,82,5,18,119
LSG,SRH,9,87,0,10,104
DC,GT,9,74,3,12,95
RR,LSG,8,51,1,12,107
KKR,PBKS,14,136,9,20,171
GT,DC,7,49,5,13,94
SRH,LSG,10,74,3,12,99
GT,RCB,6,40,4,9,74
DC,GT,15,110,9,19,137
LSG,RCB,10,72,6,13,103
RCB,KKR,11,98,4,15,149
SRH,MI,7,56,3,9,77
GT,LSG,12,72,0,14,90
GT,DC,5,34,0,11,93
DC,GT,14,136,9,15,142
DC,PBKS,9,87,4,10,97
SRH,KKR,11,84,4,20,180
DC,SRH,15,114,2,17,130
DC,GT,13,106,5,20,156
CSK,LSG,10,77,1,17,155
DC,CSK,10,60,4,19,172
PBKS,GT,7,68,5,20,185
KKR,LSG,10,66,8,12,82
KKR,SRH,12,84,6,20,136
GT,DC,13,101,1,16,132
PBKS,DC,8,60,2,18,140
LSG,MI,9,88,1,20,202
CSK,DC,11,106,8,15,135
GT,RCB,13,83,7,19,116
RCB,LSG,6,53,3,15,123
KKR,SRH,5,33,0,14,177
GT,RR,5,34,4,16,108
RCB,LSG,6,53,3,9,90
SRH,KKR,10,97,7,17,142
GT,LSG,14,128,7,20,163
GT,RR,13,78,8,19,111
PBKS,DC,11,93,0,15,129
CSK,DC,11,68,5,15,92
RR,LSG,13,91,3,16,116
SRH,RCB,10,76,6,19,154
PBKS,GT,14,90,0,20,184
DC,RCB,10,77,6,16,136
RCB,LSG,8,52,4,19,182
PBKS,KKR,14,107,7,19,143
GT,RCB,9,71,4,18,180
RR,LSG,15,145,6,17,163
LSG,CSK,7,61,0,8,75
PBKS,RR,8,58,6,18,123
DC,PBKS,7,49,3,10,84
RCB,KKR,11,91,0,19,233
CSK,GT,12,113,5,15,145
SRH,RR,5,49,4,19,153
KKR,GT,13,79,8,18,105
RR,RCB,8,56,2,15,149
MI,SRH,13,79,5,18,122
RR,DC,7,51,5,19,171
RR,GT,11,69,6,19,139
CSK,PBKS,12,100,1,17,146
KKR,RR,11,97,2,19,198
GT,KKR,8,51,2,10,66
PBKS,LSG,15,101,5,20,156
DC,RCB,10,98,2,19,228
CSK,RCB,15,132,6,19,157
DC,SRH,13,79,2,18,132
DC,PBKS,13,111,5,19,176
MI,RR,13,94,7,14,102
SRH,DC,13,117,0,18,191
GT,LSG,13,126,4,16,160
DC,CSK,14,136,1,17,161
PBKS,CSK,11,99,6,18,171
PBKS,KKR,8,62,6,14,106
LSG,RCB,8,57,0,12,101
KKR,GT,11,103,2,17,192
CSK,SRH,7,49,0,13,138
MI,RR,10,75,8,20,142
DC,RR,5,48,4,14,108
KKR,RR,14,106,6,19,146
CSK,MI,12,82,8,13,90
GT,RR,8,59,6,13,98
RCB,KKR,6,57,3,20,219
KKR,MI,11,75,0,13,101
KKR,RR,7,61,2,10,104
KKR,LSG,14,118,8,15,122
LSG,GT,11,85,8,20,134
MI,SRH,5,40,3,20,201
KKR,MI,8,73,1,11,112
KKR,SRH,8,69,3,11,110
SRH,MI,7,50,5,16,138
KKR,MI,14,113,3,19,159
MI,KKR,8,48,5,19,140
LSG,PBKS,5,32,1,11,103
MI,CSK,10,81,4,18,150
PBKS,CSK,7,46,2,15,133
DC,LSG,5,32,1,15,159
PBKS,GT,10,88,0,12,113
CSK,RR,7,56,4,13,111
MI,RCB,6,48,3,10,77
SRH,KKR,12,103,1,18,188
MI,SRH,14,136,7,17,162
LSG,DC,7,58,1,9,76
GT,RCB,9,89,1,15,184
CSK,RCB,13,116,4,18,177
LSG,DC,8,50,1,19,222
MI,KKR,14,128,9,15,132
MI,KKR,12,118,4,16,151
SRH,PBKS,9,73,6,20,181
RR,CSK,9,78,5,11,101
MI,KKR,5,47,3,12,111
SRH,RCB,8,68,4,13,128
KKR,PBKS,15,119,1,18,153
MI,SRH,11,76,0,12,87
RR,MI,10,88,8,18,142
DC,MI,7,62,4,11,113
GT,RR,10,71,4,20,193
LSG,GT,13,104,8,18,140
RR,PBKS,9,80,3,17,172
PBKS,RCB,12,95,8,15,110
CSK,LSG,6,44,3,15,133
RCB,PBKS,5,40,1,17,191
LSG,RCB,6,41,1,20,265
CSK,LSG,12,93,3,18,156
RR,MI,10,91,4,15,126
CSK,LSG,8,49,5,14,112
KKR,GT,11,84,3,12,95
PBKS,RR,5,33,2,6,47
RCB,MI,12,79,8,17,109
CSK,PBKS,9,79,6,20,186
SRH,CSK,9,66,2,13,97
MI,CSK,8,55,4,17,152
LSG,CSK,6,40,0,16,200
GT,KKR,13,123,1,20,187
SRH,CSK,6,55,1,19,268
RCB,DC,14,109,0,15,122
SRH,KKR,12,105,5,14,119
RCB,DC,11,105,7,15,135
DC,RCB,6,54,0,13,125
RR,CSK,11,88,1,20,189
LSG,GT,8,73,4,18,196
LSG,MI,12,89,1,20,200
MI,KKR,8,73,5,10,92
SRH,DC,5,30,1,12,123
SRH,MI,5,44,1,15,203
MI,PBKS,6,56,0,15,174
DC,CSK,13,102,9,14,106
PBKS,MI,11,93,3,18,173
GT,RR,10,83,3,13,107
RR,KKR,11,72,2,13,91
RCB,CSK,13,128,5,16,153
LSG,RCB,6,52,2,15,180
MI,SRH,6,46,2,17,217
RCB,SRH,10,71,0,17,153
KKR,MI,15,96,4,18,134
GT,PBKS,10,79,5,17,145
PBKS,RR,7,42,4,11,69
PBKS,CSK,6,53,2,17,212
RCB,KKR,5,36,3,13,139
RR,DC,8,72,1,9,88
RR,KKR,11,109,8,17,144
LSG,PBKS,11,66,4,15,115
RR,MI,10,68,1,20,227
CSK,KKR,8,59,5,17,127
MI,GT,7,48,1,14,154
LSG,CSK,13,116,0,14,128
SRH,RCB,8,79,5,15,129
LSG,RCB,11,99,4,20,198
RCB,GT,13,89,0,14,99
PBKS,DC,14,134,2,16,158
LSG,PBKS,14,111,7,20,143
RCB,CSK,9,66,0,11,101
RR,MI,15,139,2,19,185
CSK,RR,15,148,2,18,193
RR,RCB,11,71,2,12,84
PBKS,CSK,13,116,6,20,156
RR,DC,12,96,1,17,178
KKR,LSG,7,56,5,16,139
RR,PBKS,15,99,5,17,122
KKR,RCB,13,122,4,19,192
SRH,LSG,13,108,2,18,166
RCB,GT,13,78,0,14,93
PBKS,DC,10,98,1,17,181
SRH,GT,11,106,3,18,194
LSG,DC,11,82,4,12,90
RR,PBKS,10,69,5,18,141
MI,SRH,10,64,5,14,98
GT,LSG,10,74,7,18,143
MI,DC,10,90,1,12,109
GT,DC,7,69,2,19,204
MI,KKR,8,66,3,12,118
LSG,RCB,6,55,4,7,64
SRH,GT,12,117,7,17,156
MI,CSK,12,102,6,14,118
RR,RCB,10,74,6,17,123
GT,KKR,7,62,0,8,79
KKR,MI,11,84,7,14,111
KKR,RCB,8,67,6,15,131
CSK,GT,6,57,4,19,155
SRH,CSK,15,129,1,20,187
